"","Survey","Transect","Team","Species","ID","Distance","Detected","Beaufort","Glare","Subjective","Swell","TOD","Group.size","Group","W.R","W.L","y10","y01","y11"
"9892","NEA",3023182,"front","HAPO",55482,25.702111,0,1.997,3,3.75,0.674534613147179,18.27,1,5,290,0,0,1,0
"9894","NEA",3025105,"front","HAPO",55487,148.093327,1,2.8,3,2.5,0.674534613147179,20.344,4,5,290,0,1,0,0
"9896","NEA",3025105,"front","HAPO",55488,97.239034,1,2.8,3,2.5,0.674534613147179,20.345,1,5,290,0,1,0,0
"9898","NEA",3026070,"front","HAPO",55497,32.246682,1,3.3,3,2.5,0.674534613147179,20.756,1,5,290,0,1,0,0
"9900","NEA",3029159,"front","HAPO",55721,210.517459,1,3.1,3,3,0.674534613147179,13.308,2,5,290,0,1,0,0
"9901","NEA",3029158,"front","HAPO",55722,49.034708,0,3.1,3,3,0.674534613147179,13.323,4,5,290,0,0,1,0
"9903","NEA",3027479,"front","HAPO",55723,153.555257,1,2,3,2.25,0.674534613147179,13.823,6,5,290,0,0,0,1
"9906","NEA",3027479,"front","HAPO",55724,218.09095,1,2,3,2.25,0.674534613147179,13.827,2,5,290,0,0,0,1
"9908","NEA",3027719,"front","HAPO",55726,164.773967,1,2,3,2.25,0.674534613147179,13.844,1,5,290,0,1,0,0
"9909","NEA",3027720,"front","HAPO",55727,97.302839,0,2,3,2.25,0.674534613147179,13.863,1,5,290,0,0,1,0
"9912","NEA",3027720,"front","HAPO",55728,16.010427,0,2,3,2.25,0.674534613147179,13.873,1,5,290,0,0,1,0
"9913","NEA",3027720,"front","HAPO",55730,0,0,2,3,2.25,0.674534613147179,13.906,1,5,290,0,0,1,0
"9916","NEA",3027960,"front","HAPO",55731,101.43857,1,2,3,2.25,0.674534613147179,13.93,1,5,290,0,0,0,1
"9918","NEA",3027961,"front","HAPO",55732,85.334312,0,2,3,2.25,0.674534613147179,13.931,1,5,290,0,0,1,0
"9920","NEA",3027961,"front","HAPO",55733,101.43857,1,2,3,2.25,0.674534613147179,13.941,1,5,290,0,0,0,1
"9921","NEA",3027961,"front","HAPO",55734,105.655113,1,2,3,2.25,0.674534613147179,13.943,1,5,290,0,0,0,1
"9924","NEA",3027961,"front","HAPO",55735,183.000032,1,2,3,2.25,0.674534613147179,13.951,3,5,290,0,1,0,0
"9926","NEA",3027961,"front","HAPO",55736,101.43857,1,2,3,2.25,0.674534613147179,13.984,1,5,290,0,0,0,1
"9928","NEA",3028201,"front","HAPO",55737,234.229367,0,2,3,2.25,0.674534613147179,14.002,2,5,290,0,0,1,0
"9930","NEA",3028201,"front","HAPO",55738,32.267841,0,2,3,2.25,0.674534613147179,14.002,1,5,290,0,0,1,0
"9931","NEA",3028201,"front","HAPO",55739,109.957508,1,2,3,2.25,0.674534613147179,14.003,1,5,290,0,1,0,0
"9933","NEA",3028202,"front","HAPO",55742,16.010427,0,2.174,3,2.25,0.674534613147179,14.102,1,5,290,0,0,1,0
"9936","NEA",3028202,"front","HAPO",55743,109.957508,1,2.174,3,2.25,0.674534613147179,14.104,1,5,290,0,1,0,0
"9938","NEA",3028202,"front","HAPO",55744,73.936808,1,2.174,3,2.25,0.674534613147179,14.119,1,5,290,0,0,0,1
"9940","NEA",3028443,"front","HAPO",55745,66.606561,1,2.2,3,2,0.674534613147179,14.202,1,5,290,0,1,0,0
"9942","NEA",3028208,"front","HAPO",55763,0,0,2.8,3,3,0.674534613147179,15.711,2,5,290,0,0,1,0
"9944","NEA",3028208,"front","HAPO",55764,66.606561,1,2.8,3,3,0.674534613147179,15.713,4,5,290,0,0,0,1
"9945","NEA",3027968,"front","HAPO",55765,261.351144,1,2.8,3,3,0.674534613147179,15.772,7,5,290,0,1,0,0
"9947","NEA",3027004,"front","HAPO",55771,19.234077,0,3.249,3,3,0.674534613147179,16.055,7,5,290,0,0,1,0
"9950","NEA",3027004,"front","HAPO",55772,210.517459,0,3.249,3,3,0.674534613147179,16.069,1,5,290,0,0,1,0
"9952","NEA",3026762,"front","HAPO",55775,105.655113,1,3.3,3,3,0.674534613147179,16.16,1,5,290,0,0,0,1
"9953","NEA",3026281,"front","HAPO",55778,153.555257,1,3.381,2,3,0.674534613147179,16.248,1,5,290,0,1,0,0
"9955","NEA",3027975,"front","HAPO",55784,6.390502,0,3.205,2,2.5,0.674534613147179,18.271,1,5,290,0,0,1,0
"9957","NEA",3028457,"front","HAPO",55788,196.243509,1,3,2,2.5,0.674534613147179,18.461,4,5,290,0,1,0,0
"9959","NEA",3030864,"front","HAPO",55796,153.555257,1,2.349,3,2.5,0.674534613147179,19.323,1,5,290,0,0,0,1
"9961","NEA",3032543,"front","HAPO",55813,59.460311,1,2.2,3,2.5,0.674534613147179,19.767,4,5,290,0,1,0,0
"9964","NEA",3032782,"front","HAPO",55820,0,1,2.371,3,2.5,0.674534613147179,19.888,3,5,290,0,1,0,0
"9965","NEA",3032782,"front","HAPO",55821,66.606561,1,2.371,3,2.5,0.674534613147179,19.888,8,5,290,0,0,0,1
"9967","NEA",3032782,"front","HAPO",55822,234.229367,1,2.371,3,2.5,0.674534613147179,19.893,1,5,290,0,1,0,0
"9970","NEA",3032538,"front","HAPO",55836,77.678901,0,2.5,3,2.5,0.674534613147179,20.158,1,5,290,0,0,1,0
"9972","NEA",3032538,"front","HAPO",55837,218.09095,1,2.5,3,2.5,0.674534613147179,20.158,2,5,290,0,1,0,0
"9973","NEA",3032538,"front","HAPO",55841,196.243509,1,2.5,3,2.5,0.674534613147179,20.171,5,5,290,0,1,0,0
"9976","NEA",3025327,"front","HAPO",55891,32.267841,1,2.475,3,2.812,0.674534613147179,14.308,1,5,290,0,1,0,0
"9977","NEA",3025327,"front","HAPO",55892,114.351107,0,2.475,3,2.812,0.674534613147179,14.311,1,5,290,0,0,1,0
"9979","NEA",3025327,"front","HAPO",55893,73.936808,1,2.475,3,2.812,0.674534613147179,14.314,1,5,290,0,0,0,1
"9981","NEA",3025328,"front","HAPO",55899,183.000032,1,2.4,3,3,0.674534613147179,14.428,7,5,290,0,1,0,0
"9984","NEA",3025328,"front","HAPO",55900,176.721076,1,2.4,3,3,0.674534613147179,14.434,1,5,290,0,1,0,0
"9985","NEA",3025569,"front","HAPO",55904,85.334312,1,2.4,3,3,0.674534613147179,14.523,2,5,290,0,0,0,1
"9988","NEA",3025569,"front","HAPO",55905,25.718976,0,2.4,3,3,0.674534613147179,14.533,3,5,290,0,0,1,0
"9989","NEA",3025090,"front","HAPO",55913,142.975291,1,2.4,3,2.866,0.674534613147179,14.957,2,5,290,0,0,0,1
"9991","NEA",3025090,"front","HAPO",55915,142.975291,1,2.4,3,2.866,0.674534613147179,15.008,1,5,290,0,1,0,0
"9994","NEA",3025090,"front","HAPO",55918,59.460311,0,2.4,3,2.866,0.674534613147179,15.095,1,5,290,0,0,1,0
"9995","NEA",3025091,"front","HAPO",55920,183.000032,0,2.4,3,2.75,0.674534613147179,15.107,1,5,290,0,0,1,0
"9997","NEA",3025332,"front","HAPO",55922,142.975291,1,2.576,3,2.5,0.674534613147179,15.173,3,5,290,0,1,0,0
"9999","NEA",3025332,"front","HAPO",55923,28.984356,0,2.576,3,2.5,0.674534613147179,15.177,2,5,290,0,0,1,0
"10001","NEA",3025332,"front","HAPO",55924,218.09095,0,2.576,3,2.5,0.674534613147179,15.204,1,5,290,0,0,1,0
"10004","NEA",3025333,"front","HAPO",55926,16.010427,1,2.952,3,2.77,0.674534613147179,15.43,1,5,290,0,1,0,0
"10005","NEA",3025333,"front","HAPO",55927,9.590625,0,2.952,3,2.77,0.674534613147179,15.431,1,5,290,0,0,1,0
"10008","NEA",3025093,"front","HAPO",55932,196.243509,1,2.4,3,3,0.674534613147179,15.493,3,5,290,0,1,0,0
"10010","NEA",3024852,"front","HAPO",55935,38.897855,1,1.925,3,3.157,0.674534613147179,15.568,1,5,290,0,1,0,0
"10012","NEA",3024612,"front","HAPO",55939,203.242128,1,1.665,3,2.915,0.674534613147179,15.67,1,5,290,0,1,0,0
"10014","NEA",3024853,"front","HAPO",55941,6.390502,1,1.5,3,2.636,0.674534613147179,15.701,2,5,290,0,1,0,0
"10015","NEA",3024853,"front","HAPO",55942,9.590625,0,1.5,3,2.636,0.674534613147179,15.746,2,5,290,0,0,1,0
"10018","NEA",3025094,"front","HAPO",55944,105.655113,1,1.538,3,2.5,0.674534613147179,15.804,5,5,290,0,1,0,0
"10019","NEA",3024855,"front","HAPO",55947,164.773967,1,2.757,3,3.25,0.674534613147179,16.081,1,5,290,0,1,0,0
"10021","NEA",3024615,"front","HAPO",55949,101.43857,1,2.27,3,3.557,0.674534613147179,16.138,2,5,290,0,1,0,0
"10024","NEA",3024614,"front","HAPO",55952,101.43857,1,1.818,3,3.75,0.674534613147179,16.172,2,5,290,0,1,0,0
"10025","NEA",3023900,"front","HAPO",55960,132.957302,1,2.2,3,2.75,0.674534613147179,17.453,1,5,290,0,1,0,0
"10027","NEA",3023900,"front","HAPO",55961,148.190501,1,2.2,3,2.75,0.674534613147179,17.459,1,5,290,0,1,0,0
"10030","NEA",3023900,"front","HAPO",55962,128.137998,1,2.2,3,2.75,0.674534613147179,17.464,1,5,290,0,1,0,0
"10032","NEA",3024140,"front","HAPO",55963,128.137998,1,2.2,3,2.75,0.674534613147179,17.5,1,5,290,0,1,0,0
"10033","NEA",3023901,"front","HAPO",55964,16.010427,1,2.7,2,3,0.674534613147179,17.709,1,5,290,0,0,0,1
"10035","NEA",3023420,"front","HAPO",55966,9.590625,0,2,2,3,0.674534613147179,17.812,1,5,290,0,0,1,0
"10038","NEA",3023420,"front","HAPO",55967,81.47686,1,2,2,3,0.674534613147179,17.815,1,5,290,0,1,0,0
"10040","NEA",3023420,"front","HAPO",55968,128.137998,1,2,2,3,0.674534613147179,17.83,1,5,290,0,1,0,0
"10041","NEA",3023662,"front","HAPO",55974,0,0,2.7,3,2.5,0.674534613147179,18.041,1,5,290,0,0,1,0
"10044","NEA",3023423,"front","HAPO",55980,101.43857,1,2.558,2,3,0.674534613147179,18.313,1,5,290,0,1,0,0
"10045","NEA",3022705,"front","HAPO",55983,63.011961,1,2.7,3,2.75,0.674534613147179,18.582,2,5,290,0,1,0,0
"10047","NEA",3023188,"front","HAPO",55984,114.351107,1,2.3,2,2.919,0.674534613147179,18.773,14,5,290,0,1,0,0
"10050","NEA",3023189,"front","HAPO",55985,32.267841,1,2.3,2,3,0.674534613147179,18.794,1,5,290,0,1,0,0
"10052","NEA",3022229,"front","HAPO",55992,38.897855,1,3.068,3,2.75,0.674534613147179,19.649,1,5,290,0,1,0,0
"10054","NEA",3021988,"front","HAPO",55993,25.718976,1,3.104,3,2.75,0.674534613147179,19.703,1,5,290,0,1,0,0
"10055","NEA",3033954,"front","HAPO",56034,123.435076,1,3,1,2.75,0.674534613147179,13.071,1,5,290,0,1,0,0
"10057","NEA",3032065,"front","HAPO",56191,38.897855,1,3,0,3,0.674534613147179,19.908,3,5,290,0,1,0,0
"10060","NEA",3025813,"front","HAPO",56208,183.000032,1,3.396,3,2.5,0.674534613147179,14.459,1,5,290,0,1,0,0
"10061","NEA",3024382,"front","HAPO",56219,85.334312,0,3,1,3,0.674534613147179,15.783,1,5,290,0,0,1,0
"10064","NEA",3023183,"front","HAPO",56222,203.242128,0,2.563,3,2.885,0.674534613147179,17.808,1,5,290,0,0,1,0
"10066","NEA",3023183,"front","HAPO",56223,19.234077,0,2.563,3,2.885,0.674534613147179,17.81,1,5,290,0,0,1,0
"10067","NEA",3023424,"front","HAPO",56224,148.190501,0,3.311,3,2.499,0.674534613147179,17.928,1,5,290,0,0,1,0
"10069","NEA",3023906,"front","HAPO",56225,77.678901,1,3,1.771,2.904,0.674534613147179,18.037,3,5,290,0,1,0,0
"10071","NEA",3023906,"front","HAPO",56226,32.267841,1,3,1.771,2.904,0.674534613147179,18.047,1,5,290,0,1,0,0
"10073","NEA",3024147,"front","HAPO",56229,3.194277,1,3,2.433,2.821,0.674534613147179,18.111,4,5,290,0,1,0,0
"10076","NEA",3024147,"front","HAPO",56230,85.334312,1,3,2.433,2.821,0.674534613147179,18.112,4,5,290,0,1,0,0
"10078","NEA",3024147,"front","HAPO",56231,176.721076,1,3,2.433,2.821,0.674534613147179,18.119,6,5,290,0,1,0,0
"10079","NEA",3024388,"front","HAPO",56232,9.590625,0,2.992,3,2.75,0.674534613147179,18.181,1,5,290,0,0,1,0
"10081","NEA",3024388,"front","HAPO",56233,25.718976,1,2.992,3,2.75,0.674534613147179,18.188,1,5,290,0,0,0,1
"10083","NEA",3026316,"front","HAPO",56235,6.390502,0,3.806,1,2.125,0.674534613147179,18.835,1,5,290,0,0,1,0
"10086","NEA",3034201,"front","HAPO",61350,66.606561,1,2.5,3,2.819,0.674534613147179,21.055,1,5,290,0,0,0,1
"10087","NEA",3034201,"front","HAPO",61351,70.247127,0,2.5,3,2.819,0.674534613147179,21.056,1,5,290,0,0,1,0
"10089","NEA",3034201,"front","HAPO",61352,101.43857,1,2.5,3,2.819,0.674534613147179,21.067,1,5,290,0,1,0,0
"10092","NEA",3033484,"front","HAPO",61369,170.650289,1,2.4,3,2.25,0.674534613147179,15.576,1,5,290,0,1,0,0
"10093","NEA",3033485,"front","HAPO",61374,261.351144,0,2.86,3,2.692,0.674534613147179,16.268,1,5,290,0,0,1,0
"10096","NEA",3034446,"front","HAPO",61376,176.721076,0,3,3,2.806,0.674534613147179,16.597,1,5,290,0,0,1,0
"10097","NEA",3032776,"front","HAPO",61392,118.841606,1,2.4,3,2.25,0.674534613147179,19.62,1,5,290,0,1,0,0
"10099","NEA",3032776,"front","HAPO",61393,132.957302,1,2.4,3,2.25,0.674534613147179,19.627,1,5,290,0,1,0,0
"10101","NEA",3032776,"front","HAPO",61394,59.460311,1,2.4,3,2.25,0.674534613147179,19.632,1,5,290,0,1,0,0
"10104","NEA",3032776,"front","HAPO",61396,38.897855,1,2.4,3,2.25,0.674534613147179,19.64,2,5,290,0,1,0,0
"10106","NEA",3032776,"front","HAPO",61397,66.606561,0,2.4,3,2.25,0.674534613147179,19.64,2,5,290,0,0,1,0
"10107","NEA",3032776,"front","HAPO",61398,49.034708,0,2.4,3,2.25,0.674534613147179,19.641,2,5,290,0,0,1,0
"10110","NEA",3032776,"front","HAPO",61399,118.841606,1,2.4,3,2.25,0.674534613147179,19.668,1,5,290,0,1,0,0
"10112","NEA",3033016,"front","HAPO",61401,73.936808,1,2.4,3,2.25,0.674534613147179,19.676,2,5,290,0,0,0,1
"10113","NEA",3033016,"front","HAPO",61402,28.984356,0,2.4,3,2.25,0.674534613147179,19.676,1,5,290,0,0,1,0
"10116","NEA",3033256,"front","HAPO",61410,210.517459,1,2.4,3,2.435,0.674534613147179,19.766,1,5,290,0,1,0,0
"10117","NEA",3034215,"front","HAPO",61415,49.034708,0,2.76,1,2.47,0.674534613147179,20.041,1,5,290,0,0,1,0
"10119","NEA",3034215,"front","HAPO",61416,0,0,2.76,1,2.47,0.674534613147179,20.041,2,5,290,0,0,1,0
"10122","NEA",3026762,"front","HAPO",61429,81.47686,1,2.9,3,1.99,0.674534613147179,17.159,1,5,290,0,0,0,1
"10123","NEA",3029166,"front","HAPO",61435,123.435076,0,2.817,2,2.75,0.674534613147179,18.699,1,5,290,0,0,1,0
"10125","NEA",3027720,"front","HAPO",61436,203.242128,1,1.279,2,3.75,0.674534613147179,19.177,1,5,290,0,1,0,0
"10127","NEA",3029400,"front","HAPO",61440,73.936808,1,2.3,1,3,0.674534613147179,19.793,2,5,290,0,1,0,0
"10129","NEA",3023900,"front","HAPO",61444,142.975291,0,2.652,3,2.75,0.674534613147179,18.672,1,5,290,0,0,1,0
"10131","NEA",3025098,"front","HAPO",61448,142.975291,0,3.515,3,2.404,0.674534613147179,21.042,1,5,290,0,0,1,0
"10133","NEA",3029187,"front","HAPO",61449,32.267841,0,4.5,3,1,0.674534613147179,13.067,1,5,290,0,0,1,0
"10135","NEA",3027749,"front","HAPO",61455,35.571601,0,3.923,3,1.5,0.674534613147179,13.721,1,5,290,0,0,1,0
"10137","NEA",3026062,"front","HAPO",61470,142.975291,1,2.5,3,3,0.674534613147179,14.394,1,5,290,0,1,0,0
"10139","NEA",3026062,"front","HAPO",61471,196.243509,1,2.5,3,3,0.674534613147179,14.395,1,5,290,0,0,0,1
"10141","NEA",3026062,"front","HAPO",61472,63.011961,1,2.5,3,3,0.674534613147179,14.397,1,5,290,0,1,0,0
"10144","NEA",3025579,"front","HAPO",61476,70.247127,1,2.8,3,3,0.674534613147179,14.605,1,5,290,0,1,0,0
"10146","NEA",3025579,"front","HAPO",61478,159.079498,1,2.8,3,3,0.674534613147179,14.61,1,5,290,0,1,0,0
"10147","NEA",3025579,"front","HAPO",61479,159.079498,1,2.8,3,3,0.674534613147179,14.611,1,5,290,0,0,0,1
"10150","NEA",3025339,"front","HAPO",61480,128.137998,1,2.8,3,3,0.674534613147179,14.616,1,5,290,0,1,0,0
"10152","NEA",3025339,"front","HAPO",61481,3.194277,0,2.8,3,3,0.674534613147179,14.617,1,5,290,0,0,1,0
"10154","NEA",3025339,"front","HAPO",61482,189.502081,1,2.8,3,3,0.674534613147179,14.618,1,5,290,0,1,0,0
"10155","NEA",3025339,"front","HAPO",61485,109.957508,1,2.8,3,3,0.674534613147179,14.635,1,5,290,0,1,0,0
"10158","NEA",3025339,"front","HAPO",61487,63.011961,1,2.8,3,3,0.674534613147179,14.638,1,5,290,0,1,0,0
"10159","NEA",3025098,"front","HAPO",61489,38.897855,1,3.363,3,2.51,0.674534613147179,14.732,1,5,290,0,1,0,0
"10162","NEA",3024857,"front","HAPO",61492,73.936808,0,3.8,3,2.25,0.674534613147179,14.785,1,5,290,0,0,1,0
"10164","NEA",3026069,"front","HAPO",61499,142.975291,0,3.4,3,1.333,0.674534613147179,17.138,1,5,290,0,0,1,0
"10165","NEA",3026799,"front","HAPO",61506,66.606561,1,4.4,3,1.721,0.674534613147179,18.134,3,5,290,0,0,0,1
"10167","NEA",3030373,"front","HAPO",61520,6.390502,0,3,2,2,0.674534613147179,12.171,1,5,290,0,0,1,0
"10169","NEA",3034461,"front","GRAM",28585,26,1,3.181,3,3.5,0.674534613147179,13.689,5,6,300,0,1,0,0
"10172","NEA",3034461,"front","GRAM",28586,196,1,3.181,3,3.5,0.674534613147179,13.694,5,6,300,0,1,0,0
"10174","NEA",3032794,"front","GRAM",28682,123,0,3.637,3,3,0.674534613147179,13.596,7,6,300,0,0,1,0
"10176","NEA",3031361,"front","GRAM",28947,3,0,2.3,2.077,3,0.674534613147179,19.09,1,6,300,0,0,1,0
"10178","NEA",3031361,"front","GRAM",28948,143,1,2.3,2.077,3,0.674534613147179,19.09,10,6,300,0,0,0,1
"10179","NEA",3031361,"front","GRAM",28949,234,1,2.3,2.077,3,0.674534613147179,19.091,1,6,300,0,1,0,0
"10182","NEA",3028970,"front","GRAM",28951,159,1,2.5,3,3.75,0.674534613147179,19.908,1,6,300,0,0,0,1
"10183","NEA",3028729,"front","GRAM",28952,59,1,2.5,3,3.75,0.674534613147179,19.931,1,6,300,0,0,0,1
"10186","NEA",3028248,"front","GRAM",28953,39,1,2,3,3.421,0.674534613147179,20.09,2,6,300,0,1,0,0
"10187","NEA",3028248,"front","GRAM",28954,243,1,2,3,3.421,0.674534613147179,20.092,2,6,300,0,0,0,1
"10189","NEA",3027766,"front","GRAM",28955,32,1,3,3,2.75,0.674534613147179,20.227,3,6,300,0,1,0,0
"10191","NEA",3026588,"front","GRAM",28977,271,0,3.1,3,2.75,0.674534613147179,18.657,2,6,300,0,0,1,0
"10194","NEA",3035887,"front","GRAM",29137,85,0,2.8,2,3.333,0.674534613147179,16.895,1,6,300,0,0,1,0
"10195","NEA",3035894,"front","GRAM",29171,63,0,2.109,3,2.75,0.674534613147179,14.689,3,6,300,0,0,1,0
"10197","NEA",3035894,"front","GRAM",29173,165,1,2.109,3,2.75,0.674534613147179,14.692,1,6,300,0,0,0,1
"10200","NEA",3036115,"front","GRAM",29340,154,1,2.081,2,3.36,0.674534613147179,13.855,5,6,300,0,0,0,1
"10201","NEA",3036115,"front","GRAM",29341,81,1,2.081,2,3.36,0.674534613147179,13.856,11,6,300,0,1,0,0
"10204","NEA",3036355,"front","GRAM",29342,165,1,3.836,2,3.15,0.674534613147179,13.875,2,6,300,0,1,0,0
"10205","NEA",3036355,"front","GRAM",29343,159,1,3.836,2,3.15,0.674534613147179,13.879,2,6,300,0,1,0,0
"10207","NEA",3036109,"front","GRAM",29345,114,1,3.4,1,2.667,0.674534613147179,14.194,1,6,300,0,1,0,0
"10209","NEA",3026781,"front","GRAM",29421,234,1,1.8,1,2.5,0.674534613147179,15.604,1,6,300,0,1,0,0
"10211","NEA",3033972,"front","GRAM",39095,142.975291,1,3.5,1,2.667,0.674534613147179,14.377,9,6,300,0,1,0,0
"10214","NEA",3033972,"front","GRAM",39099,19.234077,1,3.5,1,2.667,0.674534613147179,14.384,6,6,300,0,0,0,1
"10216","NEA",3033972,"front","GRAM",39102,218.09095,1,3.5,1,2.667,0.674534613147179,14.388,6,6,300,0,0,0,1
"10217","NEA",3034452,"front","GRAM",39114,251.877947,1,3.041,1,2.667,0.674534613147179,14.492,1,6,300,0,0,0,1
"10219","NEA",3034692,"front","GRAM",39116,281.795356,1,3.385,1,2.667,0.674534613147179,14.516,1,6,300,0,0,0,1
"10222","NEA",3034932,"front","GRAM",39119,203.242128,1,3.4,1,2.667,0.674534613147179,14.553,1,6,300,0,1,0,0
"10224","NEA",3036113,"front","GRAM",39577,261.351144,1,1.2,3,3.333,0.674534613147179,14.442,30,6,300,0,1,0,0
"10225","NEA",3035871,"front","GRAM",39606,32.267841,1,1.2,3,4,0.674534613147179,14.955,18,6,300,0,1,0,0
"10228","NEA",3035871,"front","GRAM",39607,105.655113,1,1.2,3,4,0.674534613147179,14.956,70,6,300,0,0,0,1
"10229","NEA",3035871,"front","GRAM",39608,203.242128,1,1.2,3,4,0.674534613147179,14.957,5,6,300,0,0,0,1
"10231","NEA",3035877,"front","GRAM",39929,123.435076,1,1.1,3,3.333,0.674534613147179,20.777,3,6,300,0,1,0,0
"10233","NEA",3035398,"front","GRAM",39946,9.590625,1,0.8,3,3.333,0.674534613147179,21.143,15,6,300,0,0,0,1
"10235","NEA",3035398,"front","GRAM",39948,251.877947,1,0.8,3,3.333,0.674534613147179,21.153,8,6,300,0,0,0,1
"10238","NEA",3028451,"front","GRAM",41609,261.351144,1,2.185,3,3.667,0.674534613147179,17.977,1,6,300,0,0,0,1
"10239","NEA",3028451,"front","GRAM",41610,251.877947,0,2.185,3,3.667,0.674534613147179,17.98,1,6,300,0,0,1,0
"10242","NEA",3035414,"front","GRAM",42883,132.957302,0,3.938,3,1.667,0.674534613147179,14.29,5,6,300,0,0,1,0
"10244","NEA",3035888,"front","GRAM",42887,66.606561,0,4.7,2,1.333,0.674534613147179,14.959,2,6,300,0,0,1,0
"10245","NEA",3035878,"front","GRAM",43751,225.986225,1,3.076,3,2.5,0.674534613147179,13.544,34,6,300,0,1,0,0
"10248","NEA",3027990,"front","GRAM",44624,22.469577,1,1.8,3,3,0.674534613147179,19.414,3,6,300,0,0,0,1
"10250","NEA",3034923,"front","GRAM",44789,45.62703,1,3.262,2,2.948,0.674534613147179,13.35,2,6,300,0,0,0,1
"10251","NEA",3036352,"front","GRAM",44907,218.09095,1,3.142,0,2.368,0.674534613147179,20.94,10,6,300,0,1,0,0
"10254","NEA",3035875,"front","GRAM",54972,123.354135,1,3.374,0,3,0.674534613147179,18.951,40,6,300,0,0,0,1
"10255","NEA",3035875,"front","GRAM",54973,6.386311,1,3.374,0,3,0.674534613147179,18.951,15,6,300,0,0,0,1
"10257","NEA",3035875,"front","GRAM",54974,182.880032,1,3.374,0,3,0.674534613147179,18.955,40,6,300,0,0,0,1
"10260","NEA",3035875,"front","GRAM",54975,35.548275,1,3.374,0,3,0.674534613147179,18.96,9,6,300,0,0,0,1
"10261","NEA",3035875,"front","GRAM",54976,217.94794,1,3.374,0,3,0.674534613147179,18.961,23,6,300,0,0,0,1
"10263","NEA",3035875,"front","GRAM",54977,42.22118,1,3.374,0,3,0.674534613147179,18.963,30,6,300,0,0,0,1
"10265","NEA",3035875,"front","GRAM",54978,158.975184,0,3.374,0,3,0.674534613147179,18.964,18,6,300,0,0,1,0
"10268","NEA",3035875,"front","GRAM",54979,203.108854,1,3.374,0,3,0.674534613147179,18.964,12,6,300,0,1,0,0
"10270","NEA",3035875,"front","GRAM",54980,15.999929,0,3.374,0,3,0.674534613147179,18.965,20,6,300,0,0,1,0
"10271","NEA",3035875,"front","GRAM",54981,38.872348,1,3.374,0,3,0.674534613147179,18.967,20,6,300,0,0,0,1
"10274","NEA",3035875,"front","GRAM",54982,271.130813,1,3.374,0,3,0.674534613147179,19.066,20,6,300,0,1,0,0
"10275","NEA",3035875,"front","GRAM",54983,15.999929,0,3.374,0,3,0.674534613147179,19.069,10,6,300,0,0,1,0
"10278","NEA",3035875,"front","GRAM",54984,73.888325,1,3.374,0,3,0.674534613147179,19.069,15,6,300,0,0,0,1
"10280","NEA",3035876,"front","GRAM",54985,292.669251,1,3.5,0,3,0.674534613147179,19.086,8,6,300,0,1,0,0
"10281","NEA",3036116,"front","GRAM",54987,164.665918,0,3.5,0,3,0.674534613147179,19.126,1,6,300,0,0,1,0
"10284","NEA",3036116,"front","GRAM",54988,32.246682,0,3.5,0,3,0.674534613147179,19.13,1,6,300,0,0,1,0
"10286","NEA",3036116,"front","GRAM",54989,15.999929,0,3.5,0,3,0.674534613147179,19.13,1,6,300,0,0,1,0
"10287","NEA",3036116,"front","GRAM",54990,59.421321,1,3.5,0,3,0.674534613147179,19.136,2,6,300,0,1,0,0
"10289","NEA",3035877,"front","GRAM",54993,234.075774,1,3.1,0,3,0.674534613147179,19.425,4,6,300,0,1,0,0
"10292","NEA",3034435,"front","GRAM",54996,42.22118,1,3.828,0,1.919,0.674534613147179,19.752,1,6,300,0,1,0,0
"10294","NEA",3036593,"front","GRAM",55033,45.59711,1,3.57,1,2.435,0.674534613147179,20.736,1,6,300,0,0,0,1
"10296","NEA",3036593,"front","GRAM",55034,15.999929,1,3.57,1,2.435,0.674534613147179,20.816,2,6,300,0,0,0,1
"10298","NEA",3036593,"front","GRAM",55035,6.386311,0,3.57,1,2.435,0.674534613147179,20.843,1,6,300,0,0,1,0
"10299","NEA",3036353,"front","GRAM",55036,55.912034,1,3.669,1,2.104,0.674534613147179,20.866,2,6,300,0,0,0,1
"10301","NEA",3035391,"front","GRAM",55039,73.888325,1,3.4,2,2,0.674534613147179,21.086,2,6,300,0,1,0,0
"10304","NEA",3036598,"front","GRAM",55094,118.763677,1,2.4,2,3,0.674534613147179,15.259,8,6,300,0,1,0,0
"10305","NEA",3029196,"front","GRAM",55221,35.548275,1,3,3,3,0.674534613147179,15.064,3,6,300,0,0,0,1
"10307","NEA",3028713,"front","GRAM",55227,25.702111,1,2.5,3,3,0.674534613147179,15.237,3,6,300,0,0,0,1
"10310","NEA",3028713,"front","GRAM",55228,118.763677,1,2.5,3,3,0.674534613147179,15.242,2,6,300,0,0,0,1
"10311","NEA",3028472,"front","GRAM",55236,0,0,2.5,3,3,0.674534613147179,15.293,3,6,300,0,0,1,0
"10314","NEA",3031332,"front","GRAM",55298,164.665918,1,2.8,3,2.75,0.674534613147179,13.076,7,6,300,0,0,0,1
"10315","NEA",3031332,"front","GRAM",55299,35.548275,1,2.8,3,2.75,0.674534613147179,13.144,1,6,300,0,1,0,0
"10317","NEA",3036355,"front","GRAM",55676,49.034708,1,3.014,3,3,0.674534613147179,15.122,6,6,300,0,0,0,1
"10320","NEA",3036115,"front","GRAM",55678,148.190501,1,3.1,3,3,0.674534613147179,15.283,3,6,300,0,1,0,0
